<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.06.14	08:00:00	1.07363	1.07373	1.06896	1.06918	8961	0	0
2024.06.14	12:00:00	1.06918	1.07059	1.06717	1.06892	11728	0	0
2024.06.14	16:00:00	1.06895	1.07018	1.06676	1.07004	10708	0	0
2024.06.14	20:00:00	1.07005	1.07072	1.06946	1.07018	4788	0	0
2024.06.17	00:00:00	1.07035	1.07081	1.06988	1.07040	2739	0	0
2024.06.17	04:00:00	1.07040	1.07056	1.06988	1.07041	3530	0	0
2024.06.17	08:00:00	1.07043	1.07122	1.06863	1.07071	8959	0	0
2024.06.17	12:00:00	1.07071	1.07178	1.07021	1.07137	8235	0	0
2024.06.17	16:00:00	1.07138	1.07277	1.07116	1.07252	8868	0	0
2024.06.17	20:00:00	1.07250	1.07378	1.07233	1.07326	4601	0	0
2024.06.18	00:00:00	1.07336	1.07409	1.07285	1.07360	2146	0	0
2024.06.18	04:00:00	1.07361	1.07368	1.07202	1.07215	3785	0	0
2024.06.18	08:00:00	1.07215	1.07351	1.07149	1.07193	7794	0	0
2024.06.18	12:00:00	1.07194	1.07340	1.07099	1.07311	8650	0	0
2024.06.18	16:00:00	1.07312	1.07614	1.07300	1.07393	9989	0	0
2024.06.18	20:00:00	1.07389	1.07431	1.07322	1.07393	5338	0	0
2024.06.19	00:00:00	1.07393	1.07412	1.07347	1.07374	1647	0	0
2024.06.19	04:00:00	1.07374	1.07425	1.07354	1.07359	2962	0	0
2024.06.19	08:00:00	1.07360	1.07417	1.07248	1.07403	7101	0	0
2024.06.19	12:00:00	1.07404	1.07533	1.07325	1.07458	7325	0	0
2024.06.19	16:00:00	1.07460	1.07509	1.07408	1.07471	4421	0	0
2024.06.19	20:00:00	1.07470	1.07472	1.07415	1.07416	958	0	0
2024.06.20	00:00:00	1.07419	1.07488	1.07363	1.07462	1854	0	0
2024.06.20	04:00:00	1.07462	1.07480	1.07390	1.07426	3292	0	0
2024.06.20	08:00:00	1.07426	1.07436	1.07127	1.07167	6598	0	0
2024.06.20	12:00:00	1.07168	1.07319	1.07130	1.07190	8769	0	0
2024.06.20	16:00:00	1.07190	1.07307	1.07034	1.07071	9375	0	0
2024.06.20	20:00:00	1.07071	1.07177	1.07009	1.07011	5406	0	1
2024.06.21	00:00:00	1.07012	1.07076	1.06999	1.07067	2111	0	1
2024.06.21	04:00:00	1.07066	1.07184	1.07049	1.07182	3352	0	1
2024.06.21	08:00:00	1.07182	1.07205	1.06710	1.06910	7858	0	0
2024.06.21	12:00:00	1.06909	1.06981	1.06766	1.06947	8017	0	0
2024.06.21	16:00:00	1.06944	1.06977	1.06782	1.06922	9972	0	0
2024.06.21	20:00:00	1.06923	1.06968	1.06901	1.06915	4570	0	0
2024.06.24	00:00:00	1.06850	1.06955	1.06835	1.06918	2345	0	0
2024.06.24	04:00:00	1.06918	1.06946	1.06837	1.06946	3265	0	0
2024.06.24	08:00:00	1.06946	1.07178	1.06944	1.07135	6344	0	0
2024.06.24	12:00:00	1.07133	1.07359	1.07131	1.07346	8212	0	0
2024.06.24	16:00:00	1.07346	1.07464	1.07233	1.07277	7851	0	0
2024.06.24	20:00:00	1.07277	1.07382	1.07220	1.07313	4482	0	0
2024.06.25	00:00:00	1.07314	1.07357	1.07274	1.07341	1776	0	0
2024.06.25	04:00:00	1.07340	1.07398	1.07322	1.07395	3298	0	0
2024.06.25	08:00:00	1.07395	1.07442	1.07208	1.07342	6507	0	0
2024.06.25	12:00:00	1.07342	1.07352	1.07022	1.07049	7366	0	0
2024.06.25	16:00:00	1.07050	1.07129	1.06908	1.07046	7992	0	0
2024.06.25	20:00:00	1.07046	1.07175	1.07044	1.07132	3878	0	1
2024.06.26	00:00:00	1.07116	1.07153	1.07011	1.07114	1976	0	0
2024.06.26	04:00:00	1.07114	1.07179	1.07076	1.07103	3328	0	0
2024.06.26	08:00:00	1.07103	1.07112	1.06853	1.06947	6202	0	0
2024.06.26	12:00:00	1.06947	1.06996	1.06770	1.06770	7861	0	0
2024.06.26	16:00:00	1.06771	1.06957	1.06659	1.06821	9974	0	0
2024.06.26	20:00:00	1.06821	1.06909	1.06750	1.06797	4379	0	0
2024.06.27	00:00:00	1.06787	1.06820	1.06740	1.06782	2266	0	0
2024.06.27	04:00:00	1.06782	1.06947	1.06777	1.06942	3349	0	0
2024.06.27	08:00:00	1.06942	1.06989	1.06805	1.06879	6439	0	0
2024.06.27	12:00:00	1.06879	1.07220	1.06872	1.07195	8455	0	0
2024.06.27	16:00:00	1.07194	1.07264	1.07003	1.07066	9525	0	0
2024.06.27	20:00:00	1.07066	1.07084	1.07012	1.07032	4447	0	0
2024.06.28	00:00:00	1.06999	1.07140	1.06975	1.06977	1914	0	0
2024.06.28	04:00:00	1.06977	1.06990	1.06853	1.06867	4256	0	0
2024.06.28	08:00:00	1.06867	1.07039	1.06859	1.06979	6546	0	0
2024.06.28	12:00:00	1.06979	1.07195	1.06920	1.07049	8468	0	0
2024.06.28	16:00:00	1.07048	1.07220	1.06927	1.07159	11683	0	0
2024.06.28	20:00:00	1.07158	1.07248	1.07060	1.07116	5565	0	0
2024.07.01	00:00:00	1.07450	1.07496	1.07319	1.07457	3874	0	0
2024.07.01	04:00:00	1.07455	1.07610	1.07429	1.07547	4592	0	0
2024.07.01	08:00:00	1.07542	1.07762	1.07496	1.07684	7966	0	0
2024.07.01	12:00:00	1.07678	1.07686	1.07400	1.07484	6761	0	0
2024.07.01	16:00:00	1.07485	1.07694	1.07197	1.07314	10667	0	0
2024.07.01	20:00:00	1.07315	1.07425	1.07242	1.07397	4430	0	0
2024.07.02	00:00:00	1.07384	1.07417	1.07301	1.07348	2149	0	1
2024.07.02	04:00:00	1.07348	1.07364	1.07283	1.07295	3252	0	0
2024.07.02	08:00:00	1.07295	1.07357	1.07120	1.07201	7296	0	0
2024.07.02	12:00:00	1.07200	1.07226	1.07169	1.07202	321	0	1
2024.07.03	00:00:00	1.07444	1.07543	1.07368	1.07480	2090	0	0
2024.07.03	04:00:00	1.07480	1.07480	1.07406	1.07424	2321	0	0
2024.07.03	08:00:00	1.07424	1.07635	1.07360	1.07582	6146	0	0
2024.07.03	12:00:00	1.07581	1.07782	1.07525	1.07744	6824	0	0
2024.07.03	16:00:00	1.07745	1.08168	1.07718	1.07957	10462	0	0
2024.07.03	20:00:00	1.07958	1.07958	1.07781	1.07810	3096	0	0
2024.07.04	00:00:00	1.07804	1.07937	1.07778	1.07926	1805	0	0
2024.07.04	04:00:00	1.07926	1.07950	1.07835	1.07865	2705	0	1
2024.07.04	08:00:00	1.07865	1.08030	1.07847	1.08018	6303	0	0
2024.07.04	12:00:00	1.08017	1.08029	1.07939	1.07970	5480	0	1
2024.07.04	16:00:00	1.07969	1.08138	1.07945	1.08122	4604	0	0
2024.07.04	20:00:00	1.08122	1.08137	1.08091	1.08100	1340	0	0
2024.07.05	00:00:00	1.08089	1.08179	1.08088	1.08147	2150	0	0
2024.07.05	04:00:00	1.08146	1.08244	1.08137	1.08220	3063	0	0
2024.07.05	08:00:00	1.08220	1.08305	1.08164	1.08280	5195	0	0
2024.07.05	12:00:00	1.08280	1.08418	1.08026	1.08296	7303	0	0
2024.07.05	16:00:00	1.08296	1.08340	1.08107	1.08254	11027	0	0
2024.07.05	20:00:00	1.08255	1.08425	1.08249	1.08397	4211	0	0
2024.07.08	00:00:00	1.08020	1.08327	1.08002	1.08216	3388	0	0
2024.07.08	04:00:00	1.08216	1.08362	1.08201	1.08287	3651	0	0
2024.07.08	08:00:00	1.08287	1.08429	1.08146	1.08384	8079	0	0
2024.07.08	12:00:00	1.08382	1.08446	1.08237	1.08436	7133	0	0
2024.07.08	16:00:00	1.08442	1.08449	1.08285	1.08323	7440	0	0
2024.07.08	20:00:00	1.08322	1.08336	1.08220	1.08232	3741	0	0
2024.07.09	00:00:00	1.08223	1.08333	1.08222	1.08270	1740	0	0
2024.07.09	04:00:00	1.08270	1.08312	1.08191	1.08296	2801	0	1
2024.07.09	08:00:00	1.08296	1.08307	1.08150	1.08225	5638	0	0
2024.07.09	12:00:00	1.08224	1.08284	1.08121	1.08157	5895	0	0
2024.07.09	16:00:00	1.08156	1.08279	1.08055	1.08098	9878	0	0
2024.07.09	20:00:00	1.08099	1.08166	1.08064	1.08131	4426	0	0
2024.07.10	00:00:00	1.08115	1.08167	1.08092	1.08122	1823	0	0
2024.07.10	04:00:00	1.08121	1.08211	1.08107	1.08185	3137	0	1
2024.07.10	08:00:00	1.08185	1.08249	1.08119	1.08153	5766	0	0
2024.07.10	12:00:00	1.08151	1.08281	1.08133	1.08270	6316	0	0
2024.07.10	16:00:00	1.08269	1.08288	1.08198	1.08269	7684	0	0
2024.07.10	20:00:00	1.08269	1.08299	1.08174	1.08296	4035	0	0
2024.07.11	00:00:00	1.08284	1.08367	1.08249	1.08351	1885	0	1
2024.07.11	04:00:00	1.08351	1.08402	1.08323	1.08364	2492	0	1
2024.07.11	08:00:00	1.08364	1.08477	1.08321	1.08473	5317	0	0
2024.07.11	12:00:00	1.08474	1.08995	1.08431	1.08874	8313	0	0
2024.07.11	16:00:00	1.08868	1.08990	1.08639	1.08669	13580	0	0
2024.07.11	20:00:00	1.08669	1.08700	1.08598	1.08677	5812	0	0
2024.07.12	00:00:00	1.08676	1.08744	1.08598	1.08698	4066	0	0
2024.07.12	04:00:00	1.08698	1.08720	1.08634	1.08698	4046	0	1
2024.07.12	08:00:00	1.08701	1.08872	1.08619	1.08867	6473	0	0
2024.07.12	12:00:00	1.08867	1.08928	1.08727	1.08905	7957	0	0
2024.07.12	16:00:00	1.08910	1.09107	1.08867	1.09046	10993	0	0
2024.07.12	20:00:00	1.09047	1.09113	1.09010	1.09055	4222	0	1
2024.07.15	00:00:00	1.08860	1.08955	1.08818	1.08882	3642	0	0
2024.07.15	04:00:00	1.08883	1.08957	1.08859	1.08936	3331	0	0
2024.07.15	08:00:00	1.08935	1.09093	1.08836	1.09083	6387	0	0
2024.07.15	12:00:00	1.09083	1.09202	1.09019	1.09072	7774	0	0
2024.07.15	16:00:00	1.09073	1.09222	1.09000	1.09062	9453	0	0
2024.07.15	20:00:00	1.09062	1.09063	1.08933	1.08937	6779	0	0
2024.07.16	00:00:00	1.08884	1.08986	1.08884	1.08913	2358	0	0
2024.07.16	04:00:00	1.08915	1.08945	1.08886	1.08924	3249	0	0
2024.07.16	08:00:00	1.08925	1.09027	1.08834	1.09003	6771	0	0
2024.07.16	12:00:00	1.09003	1.09055	1.08757	1.08807	8128	0	0
2024.07.16	16:00:00	1.08810	1.08890	1.08715	1.08888	9234	0	0
2024.07.16	20:00:00	1.08888	1.09028	1.08877	1.08987	4477	0	0
2024.07.17	00:00:00	1.08968	1.09029	1.08958	1.08976	2410	0	0
2024.07.17	04:00:00	1.08976	1.09069	1.08955	1.09030	3164	0	1
2024.07.17	08:00:00	1.09030	1.09436	1.08950	1.09417	8970	0	0
2024.07.17	12:00:00	1.09419	1.09448	1.09289	1.09424	9051	0	0
2024.07.17	16:00:00	1.09424	1.09480	1.09237	1.09296	10708	0	0
2024.07.17	20:00:00	1.09298	1.09400	1.09283	1.09388	5156	0	0
2024.07.18	00:00:00	1.09380	1.09410	1.09366	1.09370	2361	0	0
2024.07.18	04:00:00	1.09370	1.09391	1.09317	1.09335	4244	0	0
2024.07.18	08:00:00	1.09335	1.09386	1.09262	1.09306	7707	0	0
2024.07.18	12:00:00	1.09306	1.09370	1.09238	1.09285	7293	0	0
2024.07.18	16:00:00	1.09285	1.09291	1.09049	1.09160	10729	0	0
2024.07.18	20:00:00	1.09159	1.09164	1.08936	1.08959	5903	0	0
2024.07.19	00:00:00	1.08955	1.09017	1.08908	1.08920	2892	0	0
2024.07.19	04:00:00	1.08920	1.08947	1.08861	1.08870	3981	0	0
2024.07.19	08:00:00	1.08870	1.08904	1.08762	1.08791	8165	0	0
2024.07.19	12:00:00	1.08789	1.08941	1.08774	1.08890	7686	0	0
2024.07.19	16:00:00	1.08890	1.08911	1.08794	1.08849	9237	0	0
2024.07.19	20:00:00	1.08850	1.08854	1.08754	1.08839	5593	0	0
2024.07.22	00:00:00	1.08880	1.09025	1.08796	1.08939	3335	0	0
2024.07.22	04:00:00	1.08939	1.08952	1.08846	1.08874	3727	0	0
2024.07.22	08:00:00	1.08875	1.08925	1.08788	1.08880	7662	0	0
2024.07.22	12:00:00	1.08881	1.08954	1.08750	1.08781	7101	0	0
2024.07.22	16:00:00	1.08783	1.08868	1.08731	1.08863	8482	0	0
2024.07.22	20:00:00	1.08866	1.08917	1.08855	1.08902	4646	0	0
2024.07.23	00:00:00	1.08887	1.08929	1.08823	1.08897	2613	0	1
2024.07.23	04:00:00	1.08897	1.08967	1.08874	1.08908	3723	0	0
2024.07.23	08:00:00	1.08908	1.08912	1.08680	1.08778	6972	0	0
2024.07.23	12:00:00	1.08778	1.08781	1.08548	1.08559	7900	0	0
2024.07.23	16:00:00	1.08558	1.08579	1.08437	1.08533	8223	0	0
2024.07.23	20:00:00	1.08536	1.08565	1.08492	1.08530	4384	0	0
2024.07.24	00:00:00	1.08514	1.08543	1.08457	1.08468	2137	0	1
2024.07.24	04:00:00	1.08468	1.08503	1.08417	1.08466	4185	0	1
2024.07.24	08:00:00	1.08467	1.08537	1.08257	1.08350	8014	0	0
2024.07.24	12:00:00	1.08350	1.08592	1.08324	1.08581	7523	0	0
2024.07.24	16:00:00	1.08584	1.08665	1.08475	1.08510	10196	0	0
2024.07.24	20:00:00	1.08510	1.08549	1.08357	1.08393	5775	0	0
2024.07.25	00:00:00	1.08392	1.08421	1.08347	1.08395	2943	0	0
2024.07.25	04:00:00	1.08395	1.08439	1.08362	1.08399	4887	0	0
2024.07.25	08:00:00	1.08400	1.08577	1.08282	1.08461	9309	0	0
2024.07.25	12:00:00	1.08456	1.08587	1.08364	1.08498	9777	0	0
2024.07.25	16:00:00	1.08499	1.08646	1.08302	1.08620	11757	0	0
2024.07.25	20:00:00	1.08620	1.08699	1.08434	1.08446	6684	0	0
2024.07.26	00:00:00	1.08448	1.08554	1.08433	1.08539	2753	0	0
2024.07.26	04:00:00	1.08539	1.08604	1.08520	1.08583	3485	0	0
2024.07.26	08:00:00	1.08583	1.08607	1.08421	1.08515	6545	0	1
2024.07.26	12:00:00	1.08515	1.08654	1.08472	1.08605	7441	0	0
2024.07.26	16:00:00	1.08605	1.08682	1.08516	1.08654	9316	0	0
2024.07.26	20:00:00	1.08653	1.08654	1.08541	1.08552	5320	0	0
2024.07.29	00:00:00	1.08570	1.08664	1.08509	1.08634	3111	0	0
2024.07.29	04:00:00	1.08635	1.08698	1.08582	1.08590	3988	0	0
2024.07.29	08:00:00	1.08590	1.08630	1.08317	1.08321	7230	0	0
2024.07.29	12:00:00	1.08322	1.08420	1.08150	1.08161	6876	0	0
2024.07.29	16:00:00	1.08161	1.08238	1.08026	1.08214	7661	0	0
2024.07.29	20:00:00	1.08215	1.08258	1.08194	1.08206	4248	0	0
2024.07.30	00:00:00	1.08198	1.08235	1.08153	1.08171	2412	0	0
2024.07.30	04:00:00	1.08170	1.08252	1.08142	1.08241	3286	0	0
2024.07.30	08:00:00	1.08238	1.08346	1.08158	1.08288	7262	0	0
2024.07.30	12:00:00	1.08287	1.08356	1.08016	1.08018	6525	0	0
2024.07.30	16:00:00	1.08018	1.08166	1.07984	1.08136	10258	0	0
2024.07.30	20:00:00	1.08137	1.08175	1.08084	1.08141	5310	0	0
2024.07.31	00:00:00	1.08140	1.08200	1.08117	1.08199	2868	0	0
2024.07.31	04:00:00	1.08200	1.08301	1.08166	1.08254	5416	0	0
2024.07.31	08:00:00	1.08256	1.08277	1.08065	1.08221	9257	0	0
2024.07.31	12:00:00	1.08222	1.08481	1.08220	1.08409	8349	0	0
2024.07.31	16:00:00	1.08408	1.08493	1.08044	1.08092	10422	0	0
2024.07.31	20:00:00	1.08092	1.08328	1.08018	1.08247	10176	0	0
2024.08.01	00:00:00	1.08238	1.08308	1.08217	1.08277	2799	0	0
2024.08.01	04:00:00	1.08276	1.08352	1.08242	1.08266	5114	0	0
2024.08.01	08:00:00	1.08267	1.08296	1.07813	1.07843	8776	0	0
2024.08.01	12:00:00	1.07843	1.08082	1.07773	1.07964	9291	0	0
2024.08.01	16:00:00	1.07964	1.08181	1.07801	1.07863	12462	0	0
2024.08.01	20:00:00	1.07862	1.07955	1.07826	1.07909	7276	0	0
2024.08.02	00:00:00	1.07905	1.07929	1.07816	1.07910	3992	0	0
2024.08.02	04:00:00	1.07910	1.07985	1.07846	1.07975	4767	0	0
2024.08.02	08:00:00	1.07976	1.08152	1.07861	1.08145	9986	0	0
2024.08.02	12:00:00	1.08144	1.08970	1.08144	1.08912	11021	0	0
2024.08.02	16:00:00	1.08904	1.09265	1.08846	1.09120	15192	0	0
2024.08.02	20:00:00	1.09120	1.09166	1.09071	1.09102	8156	0	0
2024.08.05	00:00:00	1.09221	1.09232	1.09029	1.09168	6920	0	0
2024.08.05	04:00:00	1.09167	1.09395	1.09119	1.09325	9762	0	0
2024.08.05	08:00:00	1.09325	1.09749	1.08925	1.09510	17690	0	0
2024.08.05	12:00:00	1.09509	1.10084	1.09330	1.09911	15157	0	0
2024.08.05	16:00:00	1.09911	1.10031	1.09478	1.09599	18363	0	0
2024.08.05	20:00:00	1.09595	1.09643	1.09473	1.09504	9664	0	0
2024.08.06	00:00:00	1.09512	1.09630	1.09395	1.09627	6450	0	0
2024.08.06	04:00:00	1.09628	1.09630	1.09497	1.09520	8089	0	0
2024.08.06	08:00:00	1.09520	1.09548	1.09188	1.09278	13156	0	0
2024.08.06	12:00:00	1.09263	1.09268	1.09036	1.09051	11779	0	0
2024.08.06	16:00:00	1.09051	1.09348	1.09051	1.09278	13494	0	0
2024.08.06	20:00:00	1.09275	1.09335	1.09224	1.09284	8035	0	0
2024.08.07	00:00:00	1.09303	1.09318	1.09223	1.09296	4546	0	0
2024.08.07	04:00:00	1.09296	1.09303	1.09110	1.09116	7223	0	0
2024.08.07	08:00:00	1.09114	1.09278	1.09054	1.09188	10426	0	0
2024.08.07	12:00:00	1.09188	1.09266	1.09085	1.09218	9407	0	0
2024.08.07	16:00:00	1.09216	1.09366	1.09125	1.09220	10116	0	0
2024.08.07	20:00:00	1.09221	1.09270	1.09173	1.09203	8431	0	0
2024.08.08	00:00:00	1.09203	1.09338	1.09148	1.09282	4663	0	0
2024.08.08	04:00:00	1.09281	1.09377	1.09235	1.09317	6081	0	0
2024.08.08	08:00:00	1.09316	1.09450	1.09298	1.09370	8965	0	0
2024.08.08	12:00:00	1.09370	1.09396	1.08917	1.08974	8900	0	0
2024.08.08	16:00:00	1.08977	1.09147	1.08813	1.09086	10961	0	0
2024.08.08	20:00:00	1.09087	1.09190	1.09074	1.09177	6100	0	0
2024.08.09	00:00:00	1.09177	1.09194	1.09097	1.09126	2780	0	0
2024.08.09	04:00:00	1.09130	1.09245	1.09119	1.09202	4277	0	1
2024.08.09	08:00:00	1.09202	1.09291	1.09131	1.09175	6986	0	0
2024.08.09	12:00:00	1.09174	1.09257	1.09090	1.09116	7099	0	0
2024.08.09	16:00:00	1.09116	1.09312	1.09096	1.09185	8119	0	3
2024.08.09	20:00:00	1.09185	1.09234	1.09143	1.09151	4388	0	2
2024.08.12	00:00:00	1.09146	1.09196	1.09100	1.09182	2405	0	3
2024.08.12	04:00:00	1.09182	1.09228	1.09126	1.09190	2824	0	1
2024.08.12	08:00:00	1.09190	1.09283	1.09155	1.09206	5733	0	3
2024.08.12	12:00:00	1.09206	1.09297	1.09174	1.09198	5636	0	3
2024.08.12	16:00:00	1.09198	1.09393	1.09150	1.09228	8597	0	3
2024.08.12	20:00:00	1.09227	1.09349	1.09220	1.09305	4299	0	1
2024.08.13	00:00:00	1.09292	1.09363	1.09242	1.09300	2271	0	3
2024.08.13	04:00:00	1.09299	1.09393	1.09292	1.09391	2720	0	3
2024.08.13	08:00:00	1.09392	1.09409	1.09205	1.09231	5531	0	1
2024.08.13	12:00:00	1.09231	1.09465	1.09136	1.09407	6805	0	3
2024.08.13	16:00:00	1.09408	1.09738	1.09378	1.09722	9064	0	3
2024.08.13	20:00:00	1.09723	1.09996	1.09697	1.09919	6032	0	2
2024.08.14	00:00:00	1.09900	1.09984	1.09793	1.09919	2337	0	3
2024.08.14	04:00:00	1.09916	1.09965	1.09886	1.09927	4311	0	2
2024.08.14	08:00:00	1.09928	1.10197	1.09862	1.10191	6465	0	3
2024.08.14	12:00:00	1.10191	1.10349	1.10040	1.10167	7687	0	3
2024.08.14	16:00:00	1.10166	1.10471	1.10154	1.10182	9102	0	3
2024.08.14	20:00:00	1.10182	1.10183	1.10107	1.10112	4048	0	1
2024.08.15	00:00:00	1.10109	1.10154	1.10086	1.10096	2082	0	3
2024.08.15	04:00:00	1.10096	1.10120	1.10029	1.10116	3175	0	1
2024.08.15	08:00:00	1.10116	1.10154	1.10050	1.10060	4769	0	3
2024.08.15	12:00:00	1.10059	1.10141	1.09517	1.09564	6160	0	3
2024.08.15	16:00:00	1.09564	1.09894	1.09493	1.09781	9637	0	3
2024.08.15	20:00:00	1.09778	1.09798	1.09697	1.09712	4550	0	3
2024.08.16	00:00:00	1.09709	1.09770	1.09662	1.09756	2105	0	3
2024.08.16	04:00:00	1.09757	1.09825	1.09743	1.09819	2945	0	3
2024.08.16	08:00:00	1.09819	1.09896	1.09766	1.09808	5391	0	3
2024.08.16	12:00:00	1.09808	1.09949	1.09786	1.09938	5816	0	3
2024.08.16	16:00:00	1.09939	1.10043	1.09825	1.10036	7636	0	3
2024.08.16	20:00:00	1.10035	1.10293	1.10035	1.10271	4395	0	3
2024.08.19	00:00:00	1.10268	1.10358	1.10220	1.10302	3114	0	3
2024.08.19	04:00:00	1.10302	1.10417	1.10274	1.10395	3868	0	3
2024.08.19	08:00:00	1.10395	1.10505	1.10355	1.10370	6770	0	3
2024.08.19	12:00:00	1.10370	1.10442	1.10309	1.10387	5815	0	3
2024.08.19	16:00:00	1.10386	1.10739	1.10304	1.10735	8462	0	3
2024.08.19	20:00:00	1.10733	1.10861	1.10703	1.10841	4182	0	3
2024.08.20	00:00:00	1.10833	1.10873	1.10774	1.10818	2533	0	3
2024.08.20	04:00:00	1.10818	1.10871	1.10747	1.10769	4111	0	3
2024.08.20	08:00:00	1.10769	1.10887	1.10717	1.10795	6324	0	3
2024.08.20	12:00:00	1.10796	1.10983	1.10749	1.10983	6251	0	3
2024.08.20	16:00:00	1.10982	1.11190	1.10923	1.11147	9681	0	3
2024.08.20	20:00:00	1.11148	1.11301	1.11087	1.11280	4468	0	1
2024.08.21	00:00:00	1.11270	1.11325	1.11166	1.11276	2979	0	3
2024.08.21	04:00:00	1.11276	1.11280	1.11189	1.11209	1005	0	3
